TotalAmt,UnappliedAmt,ProcessPayment,domain,sparse,Id,SyncToken,TxnDate,Line,CustomerRef_value,CustomerRef_name,DepositToAccountRef_value,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,LinkedTxn,PaymentMethodRef_value,PaymentRefNum
84.23,0,False,QBO,False,225,0,2023-03-08,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",35,Charlie Whitehead,63,2023-03-08 07:07:56,2023-03-08 07:07:56,AUD,Australian Dollar,[],0,8995
143.74,0,False,QBO,False,226,0,2021-04-11,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",47,Kari Steblay,14,2021-04-11 00:31:14,2021-04-11 00:31:14,AUD,Australian Dollar,"[{'TxnId': '76', 'TxnType': 'Payment'}]",7,78676
413.3,0,False,QBO,False,227,0,2021-04-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",54,Oxon Insurance Agency:Oxon - Retreat,43,2021-04-12 04:00:17,2021-04-12 04:00:17,AUD,Australian Dollar,"[{'TxnId': '46', 'TxnType': 'Estimate'}]",0,12600
139.63,0,False,QBO,False,228,0,2022-05-03,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",35,Charlie Whitehead,25,2022-05-03 07:59:34,2022-05-03 07:59:34,AUD,Australian Dollar,"[{'TxnId': '48', 'TxnType': 'Estimate'}]",7,36405
551.2,0,False,QBO,False,229,0,2023-10-26,"[{'Id': '1', 'LineNum': 1, 'Description': '2 cubic ft. bag', 'Amount': 150.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 425.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",8,Freeman Sporting Goods:0969 Ocean View Road,38,2023-10-26 15:01:22,2023-10-26 15:01:22,USD,United States Dollar,"[{'TxnId': '101', 'TxnType': 'Payment'}]",5,46089
168.21,0,False,QBO,False,230,2,2021-08-27,"[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",25,Sushi by Katsuyuki,75,2021-08-27 20:35:11,2021-08-27 20:35:11,USD,United States Dollar,"[{'TxnId': '29', 'TxnType': 'StatementCharge'}, {'TxnId': '98', 'TxnType': 'Payment'}]",4,91477
438.55,0,False,QBO,False,231,0,2022-08-16,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",32,Benjamin Yeung,55,2022-08-16 20:10:16,2022-08-16 20:10:16,AUD,Australian Dollar,"[{'TxnId': '15', 'TxnType': 'Payment'}]",0,54446
607.84,0,False,QBO,False,232,0,2023-07-31,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 131.25, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 8.75, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 216.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",29,Weiskopf Consulting,47,2023-07-31 16:11:06,2023-07-31 16:11:06,USD,United States Dollar,"[{'TxnId': '97', 'TxnType': 'Payment'}]",7,18063
359.5,0,False,QBO,False,233,0,2021-02-05,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 131.25, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 8.75, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 216.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",1,Amy's Bird Sanctuary,16,2021-02-05 15:10:02,2021-02-05 15:10:02,USD,United States Dollar,"[{'TxnId': '97', 'TxnType': 'Payment'}]",1,47320
145.69,0,False,QBO,False,234,0,2022-04-17,"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",24,Sonnenschein Family Store,37,2022-04-17 01:52:08,2022-04-17 01:52:08,USD,United States Dollar,"[{'TxnId': '100', 'TxnType': 'Estimate'}]",2,54676
926.51,0,False,QBO,False,235,1,2023-06-07,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",53,Oxon Insurance Agency,22,2023-06-07 16:03:40,2023-06-07 16:03:40,AUD,Australian Dollar,[],0,18188
935.29,0,False,QBO,False,236,0,2023-02-10,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",8,Freeman Sporting Goods:0969 Ocean View Road,81,2023-02-10 06:18:44,2023-02-10 06:18:44,USD,United States Dollar,"[{'TxnId': '32', 'TxnType': 'Payment'}]",9,77544
440.22,0,False,QBO,False,237,0,2021-06-05,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",42,Himateja Madala,65,2021-06-05 16:29:50,2021-06-05 16:29:50,AUD,Australian Dollar,"[{'TxnId': '31', 'TxnType': 'Payment'}]",7,66360
672.65,0,False,QBO,False,238,0,2022-08-14,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",11,Gevelber Photography,27,2022-08-14 08:55:56,2022-08-14 08:55:56,USD,United States Dollar,[],9,55261
542.73,0,False,QBO,False,239,0,2021-06-10,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",26,Travis Waldron,26,2021-06-10 15:53:30,2021-06-10 15:53:30,USD,United States Dollar,"[{'TxnId': '120', 'TxnType': 'Payment'}, {'TxnId': '61', 'TxnType': 'Payment'}]",2,64424
795.14,0,False,QBO,False,240,0,2021-01-29,"[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",55,Oxon Insurance Agency:Oxon -- Holiday Party,66,2021-01-29 04:31:34,2021-01-29 04:31:34,AUD,Australian Dollar,"[{'TxnId': '29', 'TxnType': 'StatementCharge'}, {'TxnId': '98', 'TxnType': 'Payment'}]",2,35802
499.46,0,False,QBO,False,241,0,2023-03-02,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",9,Freeman Sporting Goods:55 Twin Lane,63,2023-03-02 13:48:23,2023-03-02 13:48:23,USD,United States Dollar,[],10,42900
252.35,0,False,QBO,False,242,0,2023-09-11,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",26,Travis Waldron,81,2023-09-11 19:31:00,2023-09-11 19:31:00,USD,United States Dollar,[],10,23913
166.91,0,False,QBO,False,243,0,2023-06-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",54,Oxon Insurance Agency:Oxon - Retreat,22,2023-06-12 20:50:49,2023-06-12 20:50:49,AUD,Australian Dollar,[],10,71751
502.28,0,False,QBO,False,244,0,2022-03-01,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",49,Kristy Abercrombie,24,2022-03-01 14:07:30,2022-03-01 14:07:30,GBP,British Pound Sterling,[],5,48028
358.68,0,False,QBO,False,245,0,2021-11-13,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",6,Dylan Sollfrank,66,2021-11-13 07:57:19,2021-11-13 07:57:19,USD,United States Dollar,"[{'TxnId': '120', 'TxnType': 'Payment'}, {'TxnId': '61', 'TxnType': 'Payment'}]",8,89582
971.32,0,False,QBO,False,246,0,2021-04-18,"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",13,John Melton,63,2021-04-18 07:42:04,2021-04-18 07:42:04,USD,United States Dollar,"[{'TxnId': '100', 'TxnType': 'Estimate'}]",5,68071
776.51,0,False,QBO,False,247,0,2021-08-13,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 85.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",16,Kookies by Kathy,44,2021-08-13 13:25:01,2021-08-13 13:25:01,USD,United States Dollar,[],5,10461
465.3,0,False,QBO,False,248,1,2022-01-14,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",38,Ecker Designs,69,2022-01-14 12:46:53,2022-01-14 12:46:53,AUD,Australian Dollar,[],6,35422
168.66,0,False,QBO,False,249,0,2023-10-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",49,Kristy Abercrombie,61,2023-10-12 08:32:36,2023-10-12 08:32:36,GBP,British Pound Sterling,[],8,81180
18.12,0,False,QBO,False,250,0,2023-05-05,"[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",1,Amy's Bird Sanctuary,65,2023-05-05 19:30:21,2023-05-05 19:30:21,USD,United States Dollar,"[{'TxnId': '29', 'TxnType': 'StatementCharge'}, {'TxnId': '98', 'TxnType': 'Payment'}]",7,98107
700.44,0,False,QBO,False,251,0,2022-06-19,"[{'Id': '1', 'LineNum': 1, 'Description': 'Concrete for fountain installation', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 15, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 72.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 422.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",42,Himateja Madala,13,2022-06-19 18:40:24,2022-06-19 18:40:24,AUD,Australian Dollar,"[{'TxnId': '94', 'TxnType': 'Payment'}]",5,98436
233.16,0,False,QBO,False,252,0,2023-03-05,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",23,Shara Barnett:Barnett Design,64,2023-03-05 12:15:17,2023-03-05 12:15:17,USD,United States Dollar,"[{'TxnId': '48', 'TxnType': 'Estimate'}]",7,28073
