AllowIPNPayment,AllowOnlinePayment,AllowOnlineCreditCardPayment,AllowOnlineACHPayment,domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,LinkedTxn,Line,DueDate,TotalAmt,ApplyTaxAfterDiscount,PrintStatus,EmailStatus,Balance,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,TxnTaxDetail_TxnTaxCodeRef_value,TxnTaxDetail_TotalTax,TxnTaxDetail_TaxLine,CustomerRef_value,CustomerRef_name,CustomerMemo_value,BillAddr_Id,BillAddr_Line1,BillAddr_Line2,BillAddr_Line3,BillAddr_Line4,BillAddr_Lat,BillAddr_Long,ShipAddr_Id,ShipAddr_Line1,ShipAddr_City,ShipAddr_CountrySubDivisionCode,ShipAddr_PostalCode,ShipAddr_Lat,ShipAddr_Long,SalesTermRef_value,SalesTermRef_name,BillEmail_Address,PrivateNote,DeliveryInfo_DeliveryType
False,False,False,False,QBO,False,597,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4746,2023-08-15,"[{'TxnId': '100', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-09-14,540,False,NeedToPrint,NeedToSend,332,2023-08-15 05:46:12,2023-08-18 08:56:12,AUD,Australian Dollar,2.0,43.2,"[{'Amount': 43.2, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 496.8}}]",48,Karna Nisewaner,Thank you for your business and have a great day!,17.0,458 Main Street,Sydney,NSW,2001,-33.7714345,150.9109092,,,,,,,,3,Net 30,,must,Email
False,False,False,False,QBO,False,598,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5883,2023-05-08,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-06-07,195,False,NotSet,NotSet,23,2023-05-08 12:53:06,2023-05-11 16:03:06,USD,United States Dollar,,,,19,Rago Travel Agency,Thank you for your business and have a great day!,20.0,753 Cedar St.,Bayshore,CA,94326,37.7077016,-122.4273232,20.0,753 Cedar St.,Bayshore,CA,94326.0,37.7077016,-122.4273232,3,Net 30,Rago_Travel@intuit.com,,
False,False,False,False,QBO,False,599,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4862,2022-03-18,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-04-17,952,False,NotSet,NeedToSend,305,2022-03-18 23:26:51,2022-03-22 02:36:51,USD,United States Dollar,2.0,76.16,"[{'Amount': 76.16, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 875.84}}]",27,Video Games by Dan,Thank you for your business and have a great day!,28.0,202 Main St.,Tucson,AZ,85704,32.2242351,-110.9758242,28.0,202 Main St.,Tucson,AZ,85704.0,32.2242351,-110.9758242,3,Net 30,Videogames@intuit.com,,Email
False,False,False,False,QBO,False,600,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2535,2021-10-11,"[{'TxnId': '74', 'TxnType': 'Payment'}, {'TxnId': '72', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 120.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Maintenance & Repair', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '9', 'name': 'Maintenance & Repair'}, 'UnitPrice': 50, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 205.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-11-10,132,False,NeedToPrint,NeedToSend,81,2021-10-11 20:07:48,2021-10-14 23:17:48,AUD,Australian Dollar,2.0,10.56,"[{'Amount': 10.56, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 121.44}}]",56,Rob deMontarnal,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,fall walk old,Email
False,False,False,False,QBO,False,601,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8336,2023-02-10,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-03-12,515,False,NotSet,NeedToSend,386,2023-02-10 19:47:30,2023-02-13 22:57:30,USD,United States Dollar,2.0,41.2,"[{'Amount': 41.2, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 473.8}}]",17,Mark Cho,Thank you for your business and have a great day!,17.0,36 Willow Rd,Menlo Park,CA,94304,37.450412,-122.170593,17.0,36 Willow Rd,Menlo Park,CA,94304.0,37.450412,-122.170593,3,Net 30,Mark@Cho.com,,Email
False,False,False,False,QBO,False,602,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2745,2021-10-07,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-11-06,856,False,NotSet,NotSet,403,2021-10-07 01:44:07,2021-10-10 04:54:07,USD,United States Dollar,,,,26,Travis Waldron,Thank you for your business and have a great day!,27.0,78 First St.,Monlo Park,CA,94304,37.4585825,-122.1352789,27.0,78 First St.,Monlo Park,CA,94304.0,37.4585825,-122.1352789,3,Net 30,Travis@Waldron.com,raise,
False,False,False,False,QBO,False,603,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2589,2022-11-27,"[{'TxnId': '48', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",2022-12-27,141,False,NeedToPrint,NotSet,133,2022-11-27 01:07:53,2022-11-30 04:17:53,AUD,Australian Dollar,,,,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,20 Chain Road,Melbourne,VIC,3001,-38.226863,145.180924,,,,,,,,3,Net 30,,force plant real scene,
False,False,False,False,QBO,False,604,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3456,2021-12-29,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-01-28,871,False,NeedToPrint,NeedToSend,183,2021-12-29 19:53:39,2022-01-01 23:03:39,AUD,Australian Dollar,2.0,69.68,"[{'Amount': 69.68, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 801.3199999999999}}]",39,Froilan Rosqueta,Thank you for your business and have a great day!,10.0,27 Main Road,Sydney,NSW,2001,-33.928982,151.112931,,,,,,,,3,Net 30,,for instead bed act follow,Email
False,False,False,False,QBO,False,605,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2343,2022-02-01,"[{'TxnId': '100', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-03-03,442,False,NeedToPrint,NotSet,85,2022-02-01 19:53:41,2022-02-04 23:03:41,USD,United States Dollar,2.0,35.36,"[{'Amount': 35.36, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 406.64}}]",21,Rondonuwu Fruit and Vegi,Thank you for your business and have a great day!,22.0,847 California Ave.,San Jose,CA,95021,37.3313585,-121.911372,22.0,847 California Ave.,San Jose,CA,95021.0,37.3313585,-121.911372,3,Net 30,Tony@Rondonuwu.com,sport education future attention,
False,False,False,False,QBO,False,606,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1596,2021-05-25,"[{'TxnId': '46', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-06-24,686,False,NotSet,NotSet,494,2021-05-25 22:45:20,2021-05-29 01:55:20,AUD,Australian Dollar,,,,41,Hazel Robinson,Thank you for your business and have a great day!,13.0,PO Box 699,Richmond,VIC,3004,-37.809902,144.992981,,,,,,,,3,Net 30,,often area industry,
False,False,False,False,QBO,False,607,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9986,2021-11-18,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-12-18,31,False,NeedToPrint,NotSet,23,2021-11-18 02:07:31,2021-11-21 05:17:31,USD,United States Dollar,2.0,2.48,"[{'Amount': 2.48, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 28.52}}]",6,Dylan Sollfrank,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,,
False,False,False,False,QBO,False,608,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3612,2021-12-06,"[{'TxnId': '46', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-01-05,26,False,NotSet,NotSet,21,2021-12-06 17:42:14,2021-12-09 20:52:14,AUD,Australian Dollar,2.0,2.08,"[{'Amount': 2.08, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 23.92}}]",53,Oxon Insurance Agency,Thank you for your business and have a great day!,3.0,11 Chain Road,Melbourne,VIC,3001,-38.066621,145.297772,3.0,11 Chain Road,Melbourne,VIC,3001.0,-38.066621,145.297772,3,Net 30,,would carry oil in military,
False,False,False,False,QBO,False,609,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7473,2021-09-07,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-10-07,206,False,NotSet,NotSet,33,2021-09-07 13:33:06,2021-09-10 16:43:06,USD,United States Dollar,,,,6,Dylan Sollfrank,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,pay,
False,False,False,False,QBO,False,610,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2680,2023-04-12,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-05-12,411,False,NeedToPrint,NotSet,138,2023-04-12 10:34:20,2023-04-15 13:44:20,AUD,Australian Dollar,2.0,32.88,"[{'Amount': 32.88, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 378.12}}]",38,Ecker Designs,Thank you for your business and have a great day!,9.0,Locked Bag 101,Sydney,NSW,2001,INVALID,INVALID,9.0,Locked Bag 101,Sydney,NSW,2001.0,INVALID,INVALID,3,Net 30,,ahead exactly back north recently,
False,False,False,False,QBO,False,611,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9762,2022-03-20,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-04-19,840,False,NeedToPrint,NeedToSend,487,2022-03-20 14:25:25,2022-03-23 17:35:25,USD,United States Dollar,,,,22,Shara Barnett,Thank you for your business and have a great day!,23.0,77 University,Palo Alto,CA,94303,37.4431445,-122.164443,23.0,77 University,Palo Alto,CA,94303.0,37.4431445,-122.164443,3,Net 30,Shara@Barnett.com,rest energy sit most,Email
False,False,False,False,QBO,False,612,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6081,2022-11-16,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-12-16,621,False,NotSet,NeedToSend,201,2022-11-16 06:26:53,2022-11-19 09:36:53,USD,United States Dollar,,,,19,Rago Travel Agency,Thank you for your business and have a great day!,20.0,753 Cedar St.,Bayshore,CA,94326,37.7077016,-122.4273232,20.0,753 Cedar St.,Bayshore,CA,94326.0,37.7077016,-122.4273232,3,Net 30,Rago_Travel@intuit.com,program control that,Email
False,False,False,False,QBO,False,613,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4780,2022-03-17,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-04-16,686,False,NeedToPrint,NotSet,647,2022-03-17 02:39:38,2022-03-20 05:49:38,AUD,Australian Dollar,,,,46,Justine Outland,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,,
False,False,False,False,QBO,False,614,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1902,2022-06-23,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 300.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 15, 'Qty': 20, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 84.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 7, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 384.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-07-23,727,False,NotSet,NeedToSend,409,2022-06-23 08:58:25,2022-06-26 12:08:25,AUD,Australian Dollar,,,,55,Oxon Insurance Agency:Oxon -- Holiday Party,Thank you for your business and have a great day!,48.0,11 Chain Road,Melbourne,VIC,3001,-38.066621,145.297772,48.0,11 Chain Road,Melbourne,VIC,3001.0,-38.066621,145.297772,3,Net 30,,reveal hold new necessary company,Email
False,False,False,False,QBO,False,615,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6406,2023-04-13,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-05-13,520,False,NotSet,NotSet,253,2023-04-13 12:33:48,2023-04-16 15:43:48,AUD,Australian Dollar,,,,35,Charlie Whitehead,Thank you for your business and have a great day!,6.0,14 Kerr St,Melbourne,VIC,3001,-37.7964762,144.9760071,,,,,,,,3,Net 30,,then radio where,
