domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,LinkedTxn,Line,TotalAmt,ApplyTaxAfterDiscount,PrintStatus,EmailStatus,Balance,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,TxnTaxDetail_TotalTax,CustomerRef_value,CustomerRef_name,CustomerMemo_value,BillAddr_Id,BillAddr_Line1,BillAddr_Line2,BillAddr_Line3,BillAddr_Line4,BillAddr_Lat,BillAddr_Long,BillEmail_Address,DepositToAccountRef_value,DepositToAccountRef_name,ShipAddr_Id,ShipAddr_Line1,ShipAddr_City,ShipAddr_CountrySubDivisionCode,ShipAddr_PostalCode,ShipAddr_Lat,ShipAddr_Long,ShipAddr_Country,PaymentMethodRef_value,PaymentMethodRef_name,PaymentRefNum
QBO,False,89,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3950,2021-02-03,"[{'TxnId': '97', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 131.25, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 8.75, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 216.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",875,False,NeedToPrint,NotSet,235,2021-02-03 09:29:49,2021-02-06 12:39:49,AUD,Australian Dollar,70.0,39,Froilan Rosqueta,Thank you for your business and have a great day!,10.0,27 Main Road,Sydney,NSW,2001,-33.928982,151.112931,,65,Fountain and Garden Lighting,,,,,,,,,,,
QBO,False,90,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4031,2023-10-14,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",167,False,NeedToPrint,NotSet,10,2023-10-14 21:35:44,2023-10-18 00:45:44,AUD,Australian Dollar,13.36,33,Cathy Quon,Thank you for your business and have a great day!,5.0,12 Bagot Pl,Melbourne,VIC,3001,INVALID,INVALID,,29,Equipment Rental,,,,,,,,,1.0,Cash,
QBO,False,91,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8516,2023-10-20,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",832,False,NotSet,NeedToSend,426,2023-10-20 16:03:34,2023-10-23 19:13:34,AUD,Australian Dollar,,39,Froilan Rosqueta,Thank you for your business and have a great day!,10.0,27 Main Road,Sydney,NSW,2001,-33.928982,151.112931,,17,Rent or Lease,,,,,,,,,1.0,Cash,
QBO,False,92,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9676,2023-04-07,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",15,False,NotSet,NotSet,7,2023-04-07 19:03:58,2023-04-10 22:13:58,AUD,Australian Dollar,,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,20 Chain Road,Melbourne,VIC,3001,-38.226863,145.180924,,65,Fountain and Garden Lighting,,,,,,,,,2.0,Cheque,71003.0
QBO,False,93,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3203,2023-01-31,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 85.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",276,False,NeedToPrint,NotSet,94,2023-01-31 00:44:29,2023-02-03 03:54:29,USD,United States Dollar,,11,Gevelber Photography,Thank you for your business and have a great day!,11.0,1045 Main St.,Half Moon Bay,CA,94213,37.4559621,-122.429939,Photography@intuit.com,73,Building Repairs,11.0,1045 Main St.,Half Moon Bay,CA,94213.0,37.4559621,-122.429939,,2.0,Cheque,98465.0
QBO,False,94,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3553,2023-12-09,"[{'TxnId': '94', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Concrete for fountain installation', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 15, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 72.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 422.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",933,False,NeedToPrint,NotSet,15,2023-12-09 00:30:21,2023-12-12 03:40:21,AUD,Australian Dollar,,35,Charlie Whitehead,Thank you for your business and have a great day!,6.0,14 Kerr St,Melbourne,VIC,3001,-37.7964762,144.9760071,,24,Utilities,,,,,,,,,,,
QBO,False,95,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6549,2022-04-21,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",632,False,NotSet,NotSet,127,2022-04-21 01:03:30,2022-04-24 04:13:30,USD,United States Dollar,50.56,13,John Melton,Thank you for your business and have a great day!,13.0,85 Pine St.,Menlo Park,CA,94304,37.4451342,-122.1409626,John@Melton.com,59,Cost of Labor,13.0,85 Pine St.,Menlo Park,CA,94304.0,37.4451342,-122.1409626,,,,
QBO,False,96,2,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2794,2023-01-31,"[{'TxnId': '48', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",37,False,NotSet,NeedToSend,2,2023-01-31 03:45:55,2023-02-03 06:55:55,USD,United States Dollar,2.96,25,Sushi by Katsuyuki,Thank you for your business and have a great day!,26.0,898 Elm St.,Maplewood,NJ,7040,40.7312816,-74.2652908,Sushi@intuit.com,43,Loan Payable,26.0,898 Elm St.,Maplewood,NJ,7040.0,40.7312816,-74.2652908,,2.0,Cheque,21288.0
QBO,False,97,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8176,2023-08-19,"[{'TxnId': '46', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",950,False,NotSet,NotSet,139,2023-08-19 02:51:09,2023-08-22 06:01:09,USD,United States Dollar,76.0,12,Jeff's Jalopies,Thank you for your business and have a great day!,12.0,12 Willow Rd.,Menlo Park,CA,94305,37.4495308,-122.1726923,Jalopies@intuit.com,38,Original Cost,12.0,12 Willow Rd.,Menlo Park,CA,94305.0,37.4495308,-122.1726923,,2.0,Cheque,66441.0
QBO,False,98,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2195,2023-08-26,"[{'TxnId': '76', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",756,False,NeedToPrint,NeedToSend,264,2023-08-26 01:24:26,2023-08-29 04:34:26,AUD,Australian Dollar,60.48,45,Jordan Burgess,Thank you for your business and have a great day!,15.0,1 Success Way,Sydney,NSW,2000,-33.871226,150.897656,,74,Computer Repairs,,,,,,,,,2.0,Cheque,37223.0
QBO,False,99,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4987,2023-11-27,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",76,False,NeedToPrint,NeedToSend,74,2023-11-27 07:10:40,2023-11-30 10:20:40,AUD,Australian Dollar,6.08,39,Froilan Rosqueta,Thank you for your business and have a great day!,10.0,27 Main Road,Sydney,NSW,2001,-33.928982,151.112931,,13,Meals and Entertainment,,,,,,,,,,,
QBO,False,100,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4292,2021-11-06,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",85,False,NotSet,NeedToSend,61,2021-11-06 18:33:03,2021-11-09 21:43:03,AUD,Australian Dollar,,32,Benjamin Yeung,Thank you for your business and have a great day!,4.0,9 Temple St,"Melbourne,",VIC,3001,-37.869967,145.093636,,82,Design income,,,,,,,,,2.0,Cheque,47885.0
QBO,False,101,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6885,2021-02-18,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",888,False,NotSet,NotSet,656,2021-02-18 11:30:42,2021-02-21 14:40:42,AUD,Australian Dollar,,35,Charlie Whitehead,Thank you for your business and have a great day!,6.0,14 Kerr St,Melbourne,VIC,3001,-37.7964762,144.9760071,,42,Visa,,,,,,,,,2.0,Cheque,28207.0
QBO,False,102,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8482,2023-06-13,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",929,False,NeedToPrint,NotSet,826,2023-06-13 02:28:59,2023-06-16 05:38:59,USD,United States Dollar,74.32,1,Amy's Bird Sanctuary,Thank you for your business and have a great day!,2.0,4581 Finch St.,Bayshore,CA,94326,INVALID,INVALID,Birds@Intuit.com,8,Bank Charges,2.0,4581 Finch St.,Bayshore,CA,94326.0,INVALID,INVALID,,1.0,Cash,
QBO,False,103,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1302,2023-06-25,"[{'TxnId': '101', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': '2 cubic ft. bag', 'Amount': 150.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 425.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",201,False,NotSet,NotSet,74,2023-06-25 09:58:42,2023-06-28 13:08:42,AUD,Australian Dollar,16.08,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,20 Chain Road,Melbourne,VIC,3001,-38.226863,145.180924,,62,Equipment Rental,,,,,,,,,,,
QBO,False,104,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7576,2021-10-20,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 85.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",834,False,NeedToPrint,NeedToSend,110,2021-10-20 22:17:47,2021-10-24 01:27:47,USD,United States Dollar,66.72,4,Diego Rodriguez,Thank you for your business and have a great day!,5.0,321 Channing,Palo Alto,CA,94303,37.443231,-122.1561846,Diego@Rodriguez.com,40,Depreciation,,,,,,,,,1.0,Cash,
QBO,False,105,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5841,2023-10-31,"[{'TxnId': '76', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",252,False,NeedToPrint,NeedToSend,51,2023-10-31 22:08:43,2023-11-04 01:18:43,USD,United States Dollar,20.16,1,Amy's Bird Sanctuary,Thank you for your business and have a great day!,2.0,4581 Finch St.,Bayshore,CA,94326,INVALID,INVALID,Birds@Intuit.com,13,Meals and Entertainment,2.0,4581 Finch St.,Bayshore,CA,94326.0,INVALID,INVALID,,1.0,Cash,
QBO,False,106,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4108,2021-02-08,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",323,False,NeedToPrint,NeedToSend,2,2021-02-08 02:28:55,2021-02-11 05:38:55,USD,United States Dollar,25.84,8,Freeman Sporting Goods:0969 Ocean View Road,Thank you for your business and have a great day!,8.0,370 Easy St.,Middlefield,CA,94482,37.4031672,-122.0642815,Sporting_goods@intuit.com,58,Job Expenses,8.0,370 Easy St.,Middlefield,CA,94482.0,37.4031672,-122.0642815,,1.0,Cash,
QBO,False,107,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1164,2021-09-12,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",273,False,NotSet,NeedToSend,192,2021-09-12 20:43:47,2021-09-15 23:53:47,USD,United States Dollar,,19,Rago Travel Agency,Thank you for your business and have a great day!,20.0,753 Cedar St.,Bayshore,CA,94326,37.7077016,-122.4273232,Rago_Travel@intuit.com,50,Sprinklers and Drip Systems,20.0,753 Cedar St.,Bayshore,CA,94326.0,37.7077016,-122.4273232,,1.0,Cash,
QBO,False,108,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2366,2022-04-13,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",250,False,NeedToPrint,NotSet,132,2022-04-13 02:25:46,2022-04-16 05:35:46,AUD,Australian Dollar,,40,Gorman Ho,Thank you for your business and have a great day!,12.0,14/6 Frankton Crescent,Sydney,NSW,2001,INVALID,INVALID,,36,Savings,,,,,,,,,,,
QBO,False,109,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5125,2022-03-30,"[{'TxnId': '97', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 131.25, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 8.75, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 216.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",535,False,NotSet,NeedToSend,335,2022-03-30 04:00:07,2022-04-02 07:10:07,USD,United States Dollar,42.8,10,Geeta Kalapatapu,Thank you for your business and have a great day!,10.0,1987 Main St.,Middlefield,CA,94303,37.445013,-122.1391443,Geeta@Kalapatapu.com,73,Building Repairs,10.0,1987 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,,2.0,Cheque,49359.0
