TxnDate,NameOf,BillableStatus,Taxable,HourlyRate,Hours,Minutes,Description,domain,sparse,Id,SyncToken,EmployeeRef_value,EmployeeRef_name,CustomerRef_value,CustomerRef_name,ItemRef_value,ItemRef_name,MetaData_CreateTime,MetaData_LastUpdatedTime
2021-05-30,Employee,HasBeenBilled,False,48,17,26,Sprinkler Heads,QBO,False,145,0,67,0,27,Video Games by Dan,16,Sprinkler Heads,2021-05-30 07:03:01,2021-05-30 07:03:01
2023-10-16,Employee,Billable,False,70,23,46,Weekly Gardening Service,QBO,False,146,1,13,1,25,Sushi by Katsuyuki,6,Gardening,2023-10-16 14:06:06,2023-10-16 14:06:06
2022-01-03,Employee,HasBeenBilled,False,87,15,11,Weekly Gardening Service,QBO,False,147,0,67,0,55,Oxon Insurance Agency:Oxon -- Holiday Party,6,Gardening,2022-01-03 07:27:45,2022-01-03 07:27:45
2022-11-21,Employee,Billable,False,78,16,31,Weekly Gardening Service,QBO,False,148,1,12,1,56,Rob deMontarnal,6,Gardening,2022-11-21 17:56:20,2022-11-21 17:56:20
2023-07-25,Employee,Billable,False,11,3,33,Pest Control Services,QBO,False,149,0,69,0,24,Sonnenschein Family Store,10,Pest Control,2023-07-25 06:32:18,2023-07-25 06:32:18
2022-03-13,Employee,Billable,False,80,4,35,Sprinkler Heads,QBO,False,150,1,12,1,21,Rondonuwu Fruit and Vegi,16,Sprinkler Heads,2022-03-13 21:39:25,2022-03-13 21:39:25
2021-02-19,Employee,HasBeenBilled,False,26,15,39,Custom Design,QBO,False,151,0,68,0,44,Jen Zaccarella,4,Design,2021-02-19 20:20:11,2021-02-19 20:20:11
2021-09-02,Employee,NotBillable,False,0,21,55,Concrete for fountain installation,QBO,False,152,0,68,0,42,Himateja Madala,3,Concrete,2021-09-02 18:59:48,2021-09-02 18:59:48
2022-02-04,Employee,Billable,False,61,24,46,Weekly Gardening Service,QBO,False,153,0,68,0,49,Kristy Abercrombie,6,Gardening,2022-02-04 13:52:49,2022-02-04 13:52:49
2022-04-02,Employee,NotBillable,False,0,16,57,Weekly Gardening Service,QBO,False,154,1,13,1,44,Jen Zaccarella,6,Gardening,2022-04-02 12:07:17,2022-04-02 12:07:17
2021-02-04,Employee,HasBeenBilled,False,89,4,47,Weekly Gardening Service,QBO,False,155,0,67,0,36,Cheng-Cheng Lok,6,Gardening,2021-02-04 00:02:11,2021-02-04 00:02:11
2021-01-30,Employee,NotBillable,False,0,3,25,Weekly Gardening Service,QBO,False,156,0,68,0,55,Oxon Insurance Agency:Oxon -- Holiday Party,6,Gardening,2021-01-30 07:02:38,2021-01-30 07:02:38
2021-01-07,Employee,Billable,False,29,14,21,Weekly Gardening Service,QBO,False,157,0,68,0,21,Rondonuwu Fruit and Vegi,6,Gardening,2021-01-07 12:17:09,2021-01-07 12:17:09
2021-01-11,Employee,Billable,False,31,14,3,Pest Control Services,QBO,False,158,0,69,0,46,Justine Outland,10,Pest Control,2021-01-11 20:27:37,2021-01-11 20:27:37
2022-12-23,Employee,HasBeenBilled,False,80,7,5,Rock Fountain,QBO,False,159,0,67,0,42,Himateja Madala,5,Rock Fountain,2022-12-23 16:44:02,2022-12-23 16:44:02
2021-10-05,Employee,HasBeenBilled,False,56,23,7,Weekly Gardening Service,QBO,False,160,1,13,1,22,Shara Barnett,6,Gardening,2021-10-05 06:41:40,2021-10-05 06:41:40
2022-06-18,Employee,Billable,False,39,27,29,Weekly Gardening Service,QBO,False,161,0,68,0,12,Jeff's Jalopies,6,Gardening,2022-06-18 07:18:12,2022-06-18 07:18:12
2023-06-11,Employee,NotBillable,False,0,8,14,Sod,QBO,False,162,1,12,1,7,Freeman Sporting Goods,14,Sod,2023-06-11 01:58:43,2023-06-11 01:58:43
2023-03-10,Employee,Billable,False,54,9,18,Pest Control Services,QBO,False,163,1,13,1,3,Cool Cars,10,Pest Control,2023-03-10 04:36:46,2023-03-10 04:36:46
2022-06-22,Employee,HasBeenBilled,False,47,11,40,Rock Fountain,QBO,False,164,0,68,0,28,Wedding Planning by Whitney,5,Rock Fountain,2022-06-22 05:29:20,2022-06-22 05:29:20
2022-02-19,Employee,Billable,False,40,25,56,Weekly Gardening Service,QBO,False,165,0,68,0,2,Bill's Windsurf Shop,6,Gardening,2022-02-19 00:29:56,2022-02-19 00:29:56
2021-05-25,Employee,NotBillable,False,0,11,55,Pest Control Services,QBO,False,166,0,69,0,21,Rondonuwu Fruit and Vegi,10,Pest Control,2021-05-25 23:47:26,2021-05-25 23:47:26
2021-09-02,Employee,HasBeenBilled,False,75,16,50,Weekly Gardening Service,QBO,False,167,0,68,0,25,Sushi by Katsuyuki,6,Gardening,2021-09-02 23:18:20,2021-09-02 23:18:20
2023-04-02,Employee,HasBeenBilled,False,86,14,14,Weekly Gardening Service,QBO,False,168,0,55,0,43,Jacint Tumacder,6,Gardening,2023-04-02 07:53:39,2023-04-02 07:53:39
2023-04-08,Employee,Billable,False,40,22,22,Weekly Gardening Service,QBO,False,169,0,68,0,19,Rago Travel Agency,6,Gardening,2023-04-08 18:17:19,2023-04-08 18:17:19
2021-03-14,Employee,HasBeenBilled,False,74,26,27,Weekly Gardening Service,QBO,False,170,0,67,0,45,Jordan Burgess,6,Gardening,2021-03-14 22:40:16,2021-03-14 22:40:16
2021-02-16,Employee,HasBeenBilled,False,21,7,50,Sprinkler Pipes,QBO,False,171,0,69,0,8,Freeman Sporting Goods:0969 Ocean View Road,17,Sprinkler Pipes,2021-02-16 18:01:51,2021-02-16 18:01:51
2023-02-20,Employee,Billable,False,69,26,40,Rock Fountain,QBO,False,172,0,67,0,47,Kari Steblay,5,Rock Fountain,2023-02-20 03:32:58,2023-02-20 03:32:58
2023-02-19,Employee,NotBillable,False,0,2,56,Sod,QBO,False,173,1,12,1,29,Weiskopf Consulting,14,Sod,2023-02-19 01:47:57,2023-02-19 01:47:57
2022-02-01,Employee,Billable,False,87,8,13,Rock Fountain,QBO,False,174,0,55,0,17,Mark Cho,5,Rock Fountain,2022-02-01 01:59:37,2022-02-01 01:59:37
2022-06-25,Employee,NotBillable,False,0,9,29,Custom Design,QBO,False,175,1,12,1,29,Weiskopf Consulting,4,Design,2022-06-25 23:35:24,2022-06-25 23:35:24
2022-11-21,Employee,NotBillable,False,0,20,0,Rock Fountain,QBO,False,176,1,54,1,5,Dukes Basketball Camp,5,Rock Fountain,2022-11-21 03:02:09,2022-11-21 03:02:09
2023-06-22,Employee,NotBillable,False,0,24,59,Tree and Shrub Trimming,QBO,False,177,0,69,0,52,Nadia Phillipchuk,18,Trimming,2023-06-22 10:57:43,2023-06-22 10:57:43
2021-01-25,Employee,HasBeenBilled,False,17,2,57,Sod,QBO,False,178,1,12,1,15,Pye's Cakes,14,Sod,2021-01-25 08:16:17,2021-01-25 08:16:17
2022-03-22,Employee,NotBillable,False,0,14,40,Custom Design,QBO,False,179,1,13,1,41,Hazel Robinson,4,Design,2022-03-22 08:10:35,2022-03-22 08:10:35
2022-04-08,Employee,NotBillable,False,0,12,44,Weekly Gardening Service,QBO,False,180,0,55,0,47,Kari Steblay,6,Gardening,2022-04-08 01:35:58,2022-04-08 01:35:58
2023-11-28,Employee,Billable,False,11,22,23,Rock Fountain,QBO,False,181,0,68,0,3,Cool Cars,5,Rock Fountain,2023-11-28 04:47:39,2023-11-28 04:47:39
2021-09-17,Employee,HasBeenBilled,False,42,2,35,Weekly Gardening Service,QBO,False,182,0,68,0,37,Clement's Cleaners,6,Gardening,2021-09-17 09:35:29,2021-09-17 09:35:29
2022-05-13,Employee,Billable,False,89,28,12,Weekly Gardening Service,QBO,False,183,0,69,0,1,Amy's Bird Sanctuary,6,Gardening,2022-05-13 05:55:55,2022-05-13 05:55:55
2021-09-18,Employee,NotBillable,False,0,2,26,Weekly Gardening Service,QBO,False,184,0,69,0,30,Adwin Ko,6,Gardening,2021-09-18 19:04:27,2021-09-18 19:04:27
2022-01-05,Employee,HasBeenBilled,False,74,8,5,Weekly Gardening Service,QBO,False,185,0,68,0,24,Sonnenschein Family Store,6,Gardening,2022-01-05 07:01:42,2022-01-05 07:01:42
2022-09-05,Employee,NotBillable,False,0,20,45,Weekly Gardening Service,QBO,False,186,0,69,0,15,Pye's Cakes,6,Gardening,2022-09-05 09:02:21,2022-09-05 09:02:21
2022-11-02,Employee,NotBillable,False,0,17,52,Sod,QBO,False,187,1,13,1,33,Cathy Quon,14,Sod,2022-11-02 13:37:01,2022-11-02 13:37:01
2021-03-06,Employee,Billable,False,91,26,44,Custom Design,QBO,False,188,1,54,1,43,Jacint Tumacder,4,Design,2021-03-06 16:41:37,2021-03-06 16:41:37
2022-08-07,Employee,Billable,False,26,4,40,Weekly Gardening Service,QBO,False,189,0,55,0,41,Hazel Robinson,6,Gardening,2022-08-07 20:14:06,2022-08-07 20:14:06
2022-09-04,Employee,Billable,False,26,12,19,Rock Fountain,QBO,False,190,0,55,0,48,Karna Nisewaner,5,Rock Fountain,2022-09-04 06:05:46,2022-09-04 06:05:46
2021-04-07,Employee,HasBeenBilled,False,88,14,58,Weekly Gardening Service,QBO,False,191,0,68,0,1,Amy's Bird Sanctuary,6,Gardening,2021-04-07 10:21:37,2021-04-07 10:21:37
2021-01-05,Employee,NotBillable,False,0,3,2,Concrete for fountain installation,QBO,False,192,0,68,0,31,Alex Blakey,3,Concrete,2021-01-05 21:34:02,2021-01-05 21:34:02
2022-02-06,Employee,HasBeenBilled,False,44,27,34,Weekly Gardening Service,QBO,False,193,1,54,1,33,Cathy Quon,6,Gardening,2022-02-06 03:44:24,2022-02-06 03:44:24
2021-10-30,Employee,Billable,False,79,13,37,Pest Control Services,QBO,False,194,1,12,1,11,Gevelber Photography,10,Pest Control,2021-10-30 05:54:40,2021-10-30 05:54:40
2023-04-29,Employee,Billable,False,20,26,23,Weekly Gardening Service,QBO,False,195,0,67,0,35,Charlie Whitehead,6,Gardening,2023-04-29 17:56:40,2023-04-29 17:56:40
2021-09-20,Employee,HasBeenBilled,False,64,13,42,Custom Design,QBO,False,196,1,13,1,8,Freeman Sporting Goods:0969 Ocean View Road,4,Design,2021-09-20 12:20:17,2021-09-20 12:20:17
2023-02-13,Employee,HasBeenBilled,False,82,9,47,Sprinkler Pipes,QBO,False,197,0,55,0,37,Clement's Cleaners,17,Sprinkler Pipes,2023-02-13 23:28:41,2023-02-13 23:28:41
2021-12-31,Employee,HasBeenBilled,False,66,18,38,Sprinkler Heads,QBO,False,198,0,67,0,13,John Melton,16,Sprinkler Heads,2021-12-31 09:00:53,2021-12-31 09:00:53
2021-01-18,Employee,HasBeenBilled,False,42,27,59,Concrete for fountain installation,QBO,False,199,0,69,0,43,Jacint Tumacder,3,Concrete,2021-01-18 18:55:00,2021-01-18 18:55:00
2021-08-28,Employee,NotBillable,False,0,19,34,Sprinkler Pipes,QBO,False,200,0,67,0,30,Adwin Ko,17,Sprinkler Pipes,2021-08-28 10:36:25,2021-08-28 10:36:25
2021-12-08,Employee,NotBillable,False,0,20,30,Weekly Gardening Service,QBO,False,201,1,13,1,10,Geeta Kalapatapu,6,Gardening,2021-12-08 08:32:49,2021-12-08 08:32:49
2023-06-27,Employee,HasBeenBilled,False,98,14,59,Weekly Gardening Service,QBO,False,202,1,54,1,22,Shara Barnett,6,Gardening,2023-06-27 23:55:49,2023-06-27 23:55:49
2022-01-16,Employee,HasBeenBilled,False,38,30,45,2 cubic ft. bag,QBO,False,203,0,68,0,26,Travis Waldron,15,Soil,2022-01-16 22:06:44,2022-01-16 22:06:44
2021-06-30,Employee,HasBeenBilled,False,44,21,16,Weekly Gardening Service,QBO,False,204,0,68,0,5,Dukes Basketball Camp,6,Gardening,2021-06-30 16:53:20,2021-06-30 16:53:20
2022-09-17,Employee,NotBillable,False,0,18,9,Concrete for fountain installation,QBO,False,205,1,54,1,22,Shara Barnett,3,Concrete,2022-09-17 00:13:29,2022-09-17 00:13:29
2023-06-24,Employee,Billable,False,57,9,49,Weekly Gardening Service,QBO,False,206,1,54,1,12,Jeff's Jalopies,6,Gardening,2023-06-24 04:29:14,2023-06-24 04:29:14
2023-11-14,Employee,Billable,False,88,26,59,Sprinkler Pipes,QBO,False,207,0,69,0,53,Oxon Insurance Agency,17,Sprinkler Pipes,2023-11-14 17:44:01,2023-11-14 17:44:01
2022-12-11,Employee,Billable,False,70,19,49,Tree and Shrub Trimming,QBO,False,208,0,69,0,14,Kate Whelan,18,Trimming,2022-12-11 05:06:29,2022-12-11 05:06:29
2023-03-04,Employee,Billable,False,13,30,57,Weekly Gardening Service,QBO,False,209,0,55,0,50,Lew Plumbing,6,Gardening,2023-03-04 12:38:06,2023-03-04 12:38:06
2022-06-02,Employee,Billable,False,46,19,37,Weekly Gardening Service,QBO,False,210,0,55,0,15,Pye's Cakes,6,Gardening,2022-06-02 12:31:46,2022-06-02 12:31:46
2022-09-29,Employee,Billable,False,98,3,59,Weekly Gardening Service,QBO,False,211,1,12,1,9,Freeman Sporting Goods:55 Twin Lane,6,Gardening,2022-09-29 23:43:43,2022-09-29 23:43:43
2023-12-02,Employee,HasBeenBilled,False,56,18,53,Weekly Gardening Service,QBO,False,212,1,12,1,20,Red Rock Diner,6,Gardening,2023-12-02 01:05:12,2023-12-02 01:05:12
2021-10-05,Employee,HasBeenBilled,False,27,16,29,Concrete for fountain installation,QBO,False,213,0,55,0,50,Lew Plumbing,3,Concrete,2021-10-05 21:07:05,2021-10-05 21:07:05
2022-07-27,Employee,NotBillable,False,0,4,12,Sod,QBO,False,214,0,68,0,17,Mark Cho,14,Sod,2022-07-27 03:56:19,2022-07-27 03:56:19
2021-02-11,Employee,Billable,False,36,17,44,Tree and Shrub Trimming,QBO,False,215,0,68,0,40,Gorman Ho,18,Trimming,2021-02-11 07:06:08,2021-02-11 07:06:08
2021-05-10,Employee,Billable,False,61,7,49,Sprinkler Pipes,QBO,False,216,0,55,0,39,Froilan Rosqueta,17,Sprinkler Pipes,2021-05-10 17:03:50,2021-05-10 17:03:50
2022-12-23,Employee,HasBeenBilled,False,91,22,33,Sprinkler Heads,QBO,False,217,0,69,0,22,Shara Barnett,16,Sprinkler Heads,2022-12-23 02:47:08,2022-12-23 02:47:08
2021-07-22,Employee,HasBeenBilled,False,11,16,8,Sod,QBO,False,218,1,12,1,25,Sushi by Katsuyuki,14,Sod,2021-07-22 08:19:57,2021-07-22 08:19:57
2023-05-26,Employee,Billable,False,89,6,40,Weekly Gardening Service,QBO,False,219,1,54,1,56,Rob deMontarnal,6,Gardening,2023-05-26 20:54:10,2023-05-26 20:54:10
2022-10-12,Employee,NotBillable,False,0,22,34,Weekly Gardening Service,QBO,False,220,0,69,0,5,Dukes Basketball Camp,6,Gardening,2022-10-12 06:01:58,2022-10-12 06:01:58
2022-03-16,Employee,NotBillable,False,0,9,51,Rock Fountain,QBO,False,221,1,12,1,53,Oxon Insurance Agency,5,Rock Fountain,2022-03-16 14:24:41,2022-03-16 14:24:41
2023-09-16,Employee,NotBillable,False,0,29,59,Weekly Gardening Service,QBO,False,222,1,54,1,56,Rob deMontarnal,6,Gardening,2023-09-16 20:40:01,2023-09-16 20:40:01
2022-03-08,Employee,HasBeenBilled,False,28,23,54,Rock Fountain,QBO,False,223,0,67,0,19,Rago Travel Agency,5,Rock Fountain,2022-03-08 01:12:19,2022-03-08 01:12:19
2022-11-23,Employee,Billable,False,56,13,8,Rock Fountain,QBO,False,224,0,67,0,53,Oxon Insurance Agency,5,Rock Fountain,2022-11-23 02:39:09,2022-11-23 02:39:09
2022-12-01,Employee,HasBeenBilled,False,62,7,35,Concrete for fountain installation,QBO,False,225,0,55,0,35,Charlie Whitehead,3,Concrete,2022-12-01 15:39:06,2022-12-01 15:39:06
2023-04-04,Employee,Billable,False,85,30,26,Rock Fountain,QBO,False,226,1,13,1,21,Rondonuwu Fruit and Vegi,5,Rock Fountain,2023-04-04 22:46:59,2023-04-04 22:46:59
2023-11-13,Employee,Billable,False,99,20,28,Weekly Gardening Service,QBO,False,227,0,69,0,7,Freeman Sporting Goods,6,Gardening,2023-11-13 05:27:36,2023-11-13 05:27:36
2023-03-06,Employee,HasBeenBilled,False,37,30,34,Weekly Gardening Service,QBO,False,228,1,54,1,52,Nadia Phillipchuk,6,Gardening,2023-03-06 10:17:02,2023-03-06 10:17:02
2021-05-02,Employee,NotBillable,False,0,18,36,Custom Design,QBO,False,229,0,55,0,9,Freeman Sporting Goods:55 Twin Lane,4,Design,2021-05-02 00:12:28,2021-05-02 00:12:28
2021-12-22,Employee,Billable,False,86,27,5,Weekly Gardening Service,QBO,False,230,0,68,0,19,Rago Travel Agency,6,Gardening,2021-12-22 18:06:01,2021-12-22 18:06:01
2023-07-12,Employee,NotBillable,False,0,15,44,Weekly Gardening Service,QBO,False,231,0,55,0,54,Oxon Insurance Agency:Oxon - Retreat,6,Gardening,2023-07-12 04:29:37,2023-07-12 04:29:37
2023-04-24,Employee,NotBillable,False,0,6,25,Rock Fountain,QBO,False,232,1,13,1,11,Gevelber Photography,5,Rock Fountain,2023-04-24 04:39:04,2023-04-24 04:39:04
2021-05-30,Employee,HasBeenBilled,False,79,6,51,Weekly Gardening Service,QBO,False,233,1,12,1,44,Jen Zaccarella,6,Gardening,2021-05-30 17:28:48,2021-05-30 17:28:48
2023-08-26,Employee,Billable,False,34,21,45,Weekly Gardening Service,QBO,False,234,1,13,1,17,Mark Cho,6,Gardening,2023-08-26 19:23:41,2023-08-26 19:23:41
2021-09-30,Employee,NotBillable,False,0,11,19,Rock Fountain,QBO,False,235,1,54,1,28,Wedding Planning by Whitney,5,Rock Fountain,2021-09-30 01:49:15,2021-09-30 01:49:15
2021-08-02,Employee,Billable,False,62,8,59,Rock Fountain,QBO,False,236,1,13,1,4,Diego Rodriguez,5,Rock Fountain,2021-08-02 06:39:11,2021-08-02 06:39:11
2023-05-22,Employee,Billable,False,65,6,39,Weekly Gardening Service,QBO,False,237,0,69,0,29,Weiskopf Consulting,6,Gardening,2023-05-22 04:55:29,2023-05-22 04:55:29
2023-07-02,Employee,HasBeenBilled,False,12,18,21,2 cubic ft. bag,QBO,False,238,1,54,1,56,Rob deMontarnal,15,Soil,2023-07-02 01:56:04,2023-07-02 01:56:04
2021-11-01,Employee,HasBeenBilled,False,51,17,46,Lumber,QBO,False,239,1,13,1,16,Kookies by Kathy,1,Services,2021-11-01 05:04:26,2021-11-01 05:04:26
2021-10-23,Employee,Billable,False,28,3,31,2 cubic ft. bag,QBO,False,240,1,12,1,42,Himateja Madala,15,Soil,2021-10-23 15:00:43,2021-10-23 15:00:43
2021-07-28,Employee,Billable,False,16,19,23,Weekly Gardening Service,QBO,False,241,1,54,1,4,Diego Rodriguez,6,Gardening,2021-07-28 03:04:21,2021-07-28 03:04:21
2022-06-08,Employee,NotBillable,False,0,2,59,Weekly Gardening Service,QBO,False,242,0,55,0,14,Kate Whelan,6,Gardening,2022-06-08 17:27:52,2022-06-08 17:27:52
2022-12-18,Employee,HasBeenBilled,False,67,7,48,Sprinkler Pipes,QBO,False,243,1,13,1,4,Diego Rodriguez,17,Sprinkler Pipes,2022-12-18 04:07:30,2022-12-18 04:07:30
2022-06-18,Employee,Billable,False,72,30,25,Tree and Shrub Trimming,QBO,False,244,1,12,1,27,Video Games by Dan,18,Trimming,2022-06-18 13:33:43,2022-06-18 13:33:43
2021-04-24,Employee,NotBillable,False,0,3,2,Sprinkler Heads,QBO,False,245,0,69,0,35,Charlie Whitehead,16,Sprinkler Heads,2021-04-24 16:10:44,2021-04-24 16:10:44
2021-07-27,Employee,Billable,False,76,18,49,Weekly Gardening Service,QBO,False,246,0,68,0,37,Clement's Cleaners,6,Gardening,2021-07-27 22:19:00,2021-07-27 22:19:00
2021-11-08,Employee,HasBeenBilled,False,20,27,19,Custom Design,QBO,False,247,1,12,1,56,Rob deMontarnal,4,Design,2021-11-08 23:30:15,2021-11-08 23:30:15
2022-09-12,Employee,Billable,False,33,23,19,Rock Fountain,QBO,False,248,0,67,0,47,Kari Steblay,5,Rock Fountain,2022-09-12 02:58:28,2022-09-12 02:58:28
2022-11-14,Employee,Billable,False,23,19,28,Weekly Gardening Service,QBO,False,249,0,55,0,43,Jacint Tumacder,6,Gardening,2022-11-14 20:15:17,2022-11-14 20:15:17
2021-05-05,Employee,HasBeenBilled,False,54,30,58,Tree and Shrub Trimming,QBO,False,250,1,12,1,25,Sushi by Katsuyuki,18,Trimming,2021-05-05 12:18:00,2021-05-05 12:18:00
2022-02-23,Employee,HasBeenBilled,False,28,14,37,Rock Fountain,QBO,False,251,1,54,1,38,Ecker Designs,5,Rock Fountain,2022-02-23 09:56:14,2022-02-23 09:56:14
2021-07-19,Employee,Billable,False,36,24,17,Sprinkler Heads,QBO,False,252,1,13,1,52,Nadia Phillipchuk,16,Sprinkler Heads,2021-07-19 06:18:09,2021-07-19 06:18:09
2023-04-09,Employee,Billable,False,80,30,16,Sprinkler Pipes,QBO,False,253,1,12,1,23,Shara Barnett:Barnett Design,17,Sprinkler Pipes,2023-04-09 04:52:39,2023-04-09 04:52:39
2022-01-12,Employee,HasBeenBilled,False,41,17,41,Weekly Gardening Service,QBO,False,254,1,13,1,15,Pye's Cakes,6,Gardening,2022-01-12 00:52:11,2022-01-12 00:52:11
2021-04-16,Employee,NotBillable,False,0,2,42,2 cubic ft. bag,QBO,False,255,1,12,1,35,Charlie Whitehead,15,Soil,2021-04-16 11:28:24,2021-04-16 11:28:24
2023-01-20,Employee,NotBillable,False,0,25,50,Sprinkler Heads,QBO,False,256,0,68,0,53,Oxon Insurance Agency,16,Sprinkler Heads,2023-01-20 07:07:16,2023-01-20 07:07:16
2023-09-24,Employee,Billable,False,87,24,26,Sod,QBO,False,257,1,12,1,5,Dukes Basketball Camp,14,Sod,2023-09-24 11:29:23,2023-09-24 11:29:23
2021-09-25,Employee,HasBeenBilled,False,91,12,50,Weekly Gardening Service,QBO,False,258,0,68,0,56,Rob deMontarnal,6,Gardening,2021-09-25 03:47:27,2021-09-25 03:47:27
2022-01-04,Employee,HasBeenBilled,False,66,14,19,Sprinkler Heads,QBO,False,259,0,55,0,24,Sonnenschein Family Store,16,Sprinkler Heads,2022-01-04 06:14:05,2022-01-04 06:14:05
2021-01-22,Employee,NotBillable,False,0,8,45,Pest Control Services,QBO,False,260,1,12,1,25,Sushi by Katsuyuki,10,Pest Control,2021-01-22 05:26:17,2021-01-22 05:26:17
2023-09-23,Employee,Billable,False,46,12,11,Rock Fountain,QBO,False,261,1,12,1,4,Diego Rodriguez,5,Rock Fountain,2023-09-23 12:09:47,2023-09-23 12:09:47
2022-10-18,Employee,Billable,False,69,19,7,Weekly Gardening Service,QBO,False,262,0,69,0,55,Oxon Insurance Agency:Oxon -- Holiday Party,6,Gardening,2022-10-18 03:16:33,2022-10-18 03:16:33
2023-04-30,Employee,NotBillable,False,0,17,47,Concrete for fountain installation,QBO,False,263,1,13,1,19,Rago Travel Agency,3,Concrete,2023-04-30 10:45:26,2023-04-30 10:45:26
2021-10-25,Employee,NotBillable,False,0,21,16,Sprinkler Heads,QBO,False,264,0,69,0,36,Cheng-Cheng Lok,16,Sprinkler Heads,2021-10-25 11:44:29,2021-10-25 11:44:29
2021-06-24,Employee,HasBeenBilled,False,90,9,50,Rock Fountain,QBO,False,265,1,12,1,10,Geeta Kalapatapu,5,Rock Fountain,2021-06-24 16:26:45,2021-06-24 16:26:45
2022-07-05,Employee,Billable,False,95,4,55,Lumber,QBO,False,266,1,54,1,14,Kate Whelan,1,Services,2022-07-05 11:26:47,2022-07-05 11:26:47
2021-04-26,Employee,Billable,False,45,11,2,Weekly Gardening Service,QBO,False,267,1,13,1,19,Rago Travel Agency,6,Gardening,2021-04-26 20:49:21,2021-04-26 20:49:21
2021-09-19,Employee,NotBillable,False,0,30,7,Rock Fountain,QBO,False,268,1,54,1,10,Geeta Kalapatapu,5,Rock Fountain,2021-09-19 17:31:04,2021-09-19 17:31:04
2023-03-08,Employee,Billable,False,51,21,20,Rock Fountain,QBO,False,269,0,67,0,13,John Melton,5,Rock Fountain,2023-03-08 22:33:06,2023-03-08 22:33:06
2022-12-12,Employee,Billable,False,95,8,50,Sod,QBO,False,270,1,12,1,55,Oxon Insurance Agency:Oxon -- Holiday Party,14,Sod,2022-12-12 00:21:49,2022-12-12 00:21:49
2022-08-14,Employee,Billable,False,98,5,30,Weekly Gardening Service,QBO,False,271,1,13,1,53,Oxon Insurance Agency,6,Gardening,2022-08-14 07:06:22,2022-08-14 07:06:22
2023-04-07,Employee,NotBillable,False,0,3,9,Rock Fountain,QBO,False,272,1,13,1,35,Charlie Whitehead,5,Rock Fountain,2023-04-07 01:31:05,2023-04-07 01:31:05
2022-07-07,Employee,Billable,False,15,30,54,Pest Control Services,QBO,False,273,1,13,1,41,Hazel Robinson,10,Pest Control,2022-07-07 20:29:48,2022-07-07 20:29:48
2021-10-31,Employee,Billable,False,88,5,40,Sod,QBO,False,274,0,55,0,24,Sonnenschein Family Store,14,Sod,2021-10-31 22:38:02,2021-10-31 22:38:02
2022-08-16,Employee,NotBillable,False,0,10,40,Pest Control Services,QBO,False,275,1,54,1,25,Sushi by Katsuyuki,10,Pest Control,2022-08-16 19:06:36,2022-08-16 19:06:36
2022-08-02,Employee,HasBeenBilled,False,79,12,14,Custom Design,QBO,False,276,0,69,0,24,Sonnenschein Family Store,4,Design,2022-08-02 04:55:01,2022-08-02 04:55:01
2021-06-18,Employee,HasBeenBilled,False,15,16,45,Tree and Shrub Trimming,QBO,False,277,0,69,0,42,Himateja Madala,18,Trimming,2021-06-18 11:22:49,2021-06-18 11:22:49
2021-07-09,Employee,HasBeenBilled,False,45,9,24,2 cubic ft. bag,QBO,False,278,1,13,1,8,Freeman Sporting Goods:0969 Ocean View Road,15,Soil,2021-07-09 05:35:29,2021-07-09 05:35:29
2021-07-11,Employee,NotBillable,False,0,19,39,Weekly Gardening Service,QBO,False,279,0,55,0,36,Cheng-Cheng Lok,6,Gardening,2021-07-11 19:34:11,2021-07-11 19:34:11
2022-12-27,Employee,NotBillable,False,0,27,33,Weekly Gardening Service,QBO,False,280,0,68,0,5,Dukes Basketball Camp,6,Gardening,2022-12-27 07:32:40,2022-12-27 07:32:40
2023-08-26,Employee,Billable,False,37,28,14,Weekly Gardening Service,QBO,False,281,0,55,0,33,Cathy Quon,6,Gardening,2023-08-26 11:55:46,2023-08-26 11:55:46
2021-05-27,Employee,NotBillable,False,0,13,55,Rock Fountain,QBO,False,282,1,12,1,17,Mark Cho,5,Rock Fountain,2021-05-27 17:16:53,2021-05-27 17:16:53
2020-12-14,Employee,Billable,False,48,6,5,Tree and Shrub Trimming,QBO,False,283,0,69,0,5,Dukes Basketball Camp,18,Trimming,2020-12-14 06:33:00,2020-12-14 06:33:00
2021-09-05,Employee,HasBeenBilled,False,62,12,29,Rock Fountain,QBO,False,284,0,69,0,9,Freeman Sporting Goods:55 Twin Lane,5,Rock Fountain,2021-09-05 12:55:41,2021-09-05 12:55:41
2022-01-01,Employee,HasBeenBilled,False,81,15,6,Lumber,QBO,False,285,1,12,1,7,Freeman Sporting Goods,1,Services,2022-01-01 02:58:51,2022-01-01 02:58:51
2023-01-03,Employee,HasBeenBilled,False,81,25,31,Weekly Gardening Service,QBO,False,286,0,55,0,20,Red Rock Diner,6,Gardening,2023-01-03 08:21:34,2023-01-03 08:21:34
2023-07-28,Employee,NotBillable,False,0,23,18,Weekly Gardening Service,QBO,False,287,0,69,0,19,Rago Travel Agency,6,Gardening,2023-07-28 14:15:38,2023-07-28 14:15:38
2021-04-12,Employee,HasBeenBilled,False,66,14,38,Weekly Gardening Service,QBO,False,288,0,69,0,17,Mark Cho,6,Gardening,2021-04-12 18:10:14,2021-04-12 18:10:14
